center_mb	gc_percent	unique_tss	wolf_snp_count	dog_snp_count	campbell_pedigree	wolf_ld	dog_ld
2.850224	50.2038712259838	4	944.0	312.0	0.0	2.3370362262776537e-09	1.9270485595524954e-09
2.950224	51.731962890625	0	942.0	488.0	0.0	3.7380718306219416e-09	5.685696998360134e-10
3.050224	43.0165399400419	6	645.0	320.0	0.0	1.7888997396421635e-09	1.0994307377069912e-09
3.150224	46.86268554223364	2	940.0	486.0	0.0	4.34142712442704e-09	5.073074077645567e-09
3.250224	46.17848499482079	9	897.0	514.0	0.0	4.660769447410798e-09	5.619229607438728e-10
3.350224	50.1589501953125	0	1027.0	442.0	0.0	3.4566461598706243e-09	4.4310699970993155e-10
3.450224	44.02290234375	2	792.0	379.0	0.0	2.2161714914761473e-09	4.588103629707754e-10
3.550224	43.456537109375	0	828.0	353.0	0.0	1.5978525169858468e-09	2.394680421437187e-09
3.650224	40.5977099609375	0	923.0	452.0	0.0	1.8526248953430746e-09	1.0652494565094664e-09
3.750224	41.4890654296875	0	773.0	353.0	0.0	1.5092822292380597e-09	6.997454578705487e-10
3.850224	39.9534443359375	0	847.0	656.0	0.0	2.3226299487684106e-09	1.7584410633685044e-09
3.950224	42.692708254626396	0	604.0	416.0	0.0	2.7337290898795523e-09	2.1130928862894692e-09
4.050224	41.7367109375	0	732.0	519.0	0.0	1.5588676128663534e-09	4.2360167025030926e-10
4.150224	46.2224208984375	1	769.0	462.0	0.0	2.9774911080250947e-09	1.0995655213985948e-09
4.250224	46.28603799143145	2	492.0	319.0	6.305451709917572e-09	1.4317150559874093e-09	3.992797287711604e-09
4.350224	48.75375882114848	4	994.0	705.0	2.3451051114710356e-08	2.756651188274839e-09	2.1621696725725865e-09
4.450224	44.4698310546875	0	645.0	403.0	6.642768170584106e-10	2.36228235536224e-09	1.0791041645688213e-09
4.550224	38.96720996666514	0	452.0	268.0	6.64276817058415e-10	1.2558318814447771e-09	1.3329873754273914e-09
4.650224	38.0907421875	0	808.0	618.0	6.642768170584106e-10	1.322082229029773e-08	1.3947168645168025e-08
4.750224	37.025837022813555	0	439.0	279.0	6.64276817058415e-10	2.6418376036693725e-09	2.6969592853935686e-09
4.850224	41.3540458984375	3	583.0	430.0	6.64276817058415e-10	3.4080560832118466e-09	1.181293664564917e-09
4.950224	49.2787753562087	9	1181.0	804.0	6.642768170584106e-10	4.767284147831515e-09	1.8222372831640936e-09
5.050224	41.515267578125	8	934.0	601.0	6.642768170584106e-10	4.406396291560567e-09	3.7391762532995585e-09
5.150224	44.705728515625	8	1097.0	573.0	6.64276817058415e-10	2.789245558271515e-09	1.18449502906591e-09
5.250224	41.53684341957711	0	1096.0	746.0	6.64276817058415e-10	5.073104968634778e-09	5.052286382592891e-09
5.350224	42.83130558101173	4	1372.0	873.0	6.642768170584106e-10	6.423972236423853e-09	2.3133930928136147e-09
5.450224	41.75665540915493	0	1135.0	737.0	6.64276817058415e-10	2.7415117547452404e-09	2.0651999143436045e-09
5.550224	39.887630859375	3	1157.0	663.0	6.642768170584106e-10	4.258899669369251e-09	3.2605457266118158e-09
5.650224	37.5091640625	1	992.0	684.0	6.64276817058415e-10	4.575643824182608e-09	2.732655124571201e-09
5.750224	35.290068969244075	0	1106.0	630.0	6.642768170584106e-10	2.693880184665952e-09	2.119480079787739e-09
5.850224	36.111251953125	0	1063.0	684.0	6.642768170584193e-10	2.6572927676538417e-09	1.487903526732684e-09
5.950224	36.254955078125	0	1007.0	605.0	6.642768170584106e-10	2.4045770699493777e-09	1.386151240118788e-09
6.050224	37.493380859375	0	983.0	584.0	6.642768170584106e-10	2.37717630497028e-09	1.5300500305052283e-09
6.150224	39.124152317021014	7	942.0	621.0	6.642768170584106e-10	6.599380874576233e-09	6.2627328785386936e-09
6.250224	39.19245261740819	5	1070.0	728.0	6.642768170584106e-10	6.425979546098304e-09	4.3259858553879036e-09
6.350224	39.57069921875	1	1248.0	783.0	6.642768170584193e-10	1.0214245790966455e-08	6.133495914130149e-09
6.450224	37.017986328125	0	1282.0	870.0	6.642768170584106e-10	3.1305177272216224e-09	2.6074094019104543e-09
6.550224	36.46625459356672	0	939.0	559.0	6.642768170584106e-10	3.8079081560738265e-09	2.535283803002941e-09
6.650224	35.317223305382456	0	1021.0	744.0	6.642768170584193e-10	3.74283260182174e-09	2.6869149626107536e-09
6.750224	35.18412890625	0	975.0	580.0	6.642768170584106e-10	1.9641865810991755e-09	1.6295693801820361e-09
6.850224	36.642755859375	0	1374.0	955.0	6.642768170584106e-10	5.431960892064124e-09	6.117740518318885e-09
6.950224	35.804384765625	0	1289.0	756.0	6.642768170584193e-10	4.829859158873226e-09	1.2283685653044495e-09
7.050224	34.3502890625	2	1307.0	788.0	6.642768170584106e-10	5.0640152609088966e-09	2.513061895910926e-09
7.150224	35.249751953125	0	1237.0	863.0	6.642768170584106e-10	6.003575300511654e-09	3.4957434302897857e-09
7.250224	35.17641796875	1	989.0	710.0	6.642768170584106e-10	5.276585175507664e-09	3.0607368233791927e-09
7.350224	35.069314453125	0	1004.0	595.0	6.642768170584106e-10	6.04029653396565e-09	2.807481876683504e-09
7.450224	35.589697265625	0	1061.0	553.0	6.642768170584193e-10	5.619260874531254e-09	3.108300880304629e-09
7.550224	37.059123046875	0	984.0	609.0	6.642768170584106e-10	6.564125916916769e-09	1.4199302024600624e-09
7.650224	37.481705078125	4	1053.0	624.0	6.642768170584106e-10	7.708422223754868e-09	5.367490440030264e-09
7.750224	38.938060546875	1	1082.0	711.0	6.642768170584193e-10	1.1415570840619948e-08	2.453517324706653e-09
7.850224	39.4076953125	5	1160.0	848.0	6.642768170584106e-10	1.3905143412358822e-08	4.718009022275926e-09
7.950224	41.67821068739308	1	1141.0	858.0	2.2847810798184077e-08	1.5021717835598177e-08	1.6745498619310587e-08
8.050224	40.93019921875	2	818.0	640.0	8.35718524731641e-09	1.2045493333398133e-08	5.707819133813838e-09
8.150224	40.681391591876725	10	989.0	687.0	9.767806488224923e-10	1.3628213584084767e-08	1.4285166854976702e-08
8.250224	35.0531103515625	1	917.0	336.0	9.767806488225097e-10	1.0658842838949523e-09	1.0735839964828158e-09
8.350224	40.255362787596205	2	850.0	505.0	9.767806488224923e-10	4.1419485750090325e-09	1.8333589392090232e-09
8.450224	39.1511279296875	0	1197.0	799.0	9.767806488224923e-10	8.181135041598341e-09	4.11291390198347e-09
8.550224	37.0748349609375	0	1161.0	837.0	9.767806488224923e-10	9.385195406373184e-09	5.640000004456941e-09
8.650224	37.26816796875	0	1338.0	1157.0	9.767806488224923e-10	9.166070554620306e-09	9.006251264547724e-09
8.750224	35.8040263671875	1	1278.0	906.0	9.480106797352812e-10	6.31680192806898e-09	4.681311815518743e-09
8.850224	36.18521869169776	0	1249.0	1001.0	8.999295720856122e-10	1.0186127401050834e-08	1.013355367901772e-08
8.950224	36.075533203125	0	1138.0	942.0	8.999295720856122e-10	8.318040496597401e-09	1.052178311973552e-08
9.050224	34.647744140625	0	1261.0	1086.0	8.999295720856296e-10	7.067050919719251e-09	6.8713174076306256e-09
9.150224	34.29421802971235	0	892.0	768.0	8.999295720856122e-10	5.826320797979873e-09	5.167925070760984e-09
9.250224	35.361768428211256	1	980.0	778.0	8.999295720856122e-10	8.571596593946046e-09	1.0556117148924348e-08
9.350224	35.97972202281695	8	1233.0	949.0	8.999295720856122e-10	9.43370821312385e-09	8.852377357466897e-09
9.450224	36.11173046875	1	1210.0	1016.0	8.920094200057238e-10	5.9109368644935656e-09	3.3492634987974253e-09
9.550224	35.4828173828125	0	1312.0	928.0	8.643829086509188e-10	1.036255249538584e-08	7.74330163541448e-09
9.650224	35.286123046875	0	1281.0	993.0	2.681049028201189e-09	1.3969109136548128e-08	5.692462176501434e-09
9.750224	36.043494140625	0	1243.0	940.0	2.515986262594817e-08	9.00890627333395e-09	7.140358503617897e-09
9.850224	35.029734375	0	1271.0	951.0	4.684760418339103e-09	8.279334105881497e-09	4.303366127086927e-09
9.950224	34.7118154296875	1	1267.0	887.0	2.1545547867172325e-08	9.239244090033517e-09	5.383450267152437e-09
10.050224	35.34367578125	0	1315.0	868.0	2.4784492753560095e-09	1.0392103045012354e-08	4.779970535520941e-09
10.150224	35.39053125	0	1200.0	1010.0	8.647246388500396e-10	1.2369470559417465e-08	7.923876525120361e-09
10.250224	37.386466796875	0	1217.0	958.0	8.647246388500396e-10	1.6581555341396715e-08	8.685794726579626e-09
10.350224	37.32447966083101	1	1112.0	858.0	8.647246388500396e-10	1.576366431379539e-08	1.3356057774494835e-08
10.450224	35.304671875	1	1075.0	788.0	8.647246388500396e-10	1.216081750838878e-08	5.50297362290994e-09
10.550224	34.9019580078125	0	1372.0	1097.0	8.647246388500396e-10	1.0189612528140462e-08	5.774561653617977e-09
10.650224	34.3455673828125	0	1365.0	1107.0	2.60477269093843e-09	1.1334040274751794e-08	4.583980758340323e-09
10.750224	33.91737334309259	0	1312.0	994.0	1.1106131509346015e-08	1.1001273557579572e-08	3.5100287364220326e-09
10.850224	34.4829921875	0	1163.0	897.0	1.1121109950436892e-08	1.246196136688818e-08	5.131798180362801e-09
10.950224	34.9961953125	0	1389.0	974.0	4.626668206598253e-09	7.986865713780906e-09	3.4426892987766967e-09
11.050224	34.090703125	2	1485.0	1072.0	1.4079104913658144e-09	8.047975496752874e-09	2.60108052996838e-09
11.150224	33.1882119140625	0	1046.0	718.0	1.4079104913658144e-09	6.7212427499104e-09	5.651698783799286e-09
11.250224	34.9908154296875	1	1350.0	976.0	5.1102147656693904e-09	9.718034668841912e-09	8.542996455864483e-09
11.350224	34.4666982421875	0	1405.0	884.0	1.1098284449130407e-08	9.265964985346875e-09	2.988676063520046e-09
11.450224	33.9910986328125	1	1562.0	1073.0	1.1098284449130407e-08	9.784916284895362e-09	4.21028580527269e-09
11.550224	35.13578515625	1	1514.0	1059.0	3.6595967406649263e-09	7.4341956744147785e-09	5.8887541755509036e-09
11.650224	34.995184467114115	0	1272.0	788.0	2.6725920293868762e-08	1.2331659453451716e-08	4.993632387355756e-09
11.750224	35.71637109375	2	1082.0	554.0	1.407598336881262e-09	1.069411978405252e-08	4.6787817335222636e-09
11.850224	34.820953506772305	1	1048.0	726.0	1.814226152489627e-08	6.7778859043225725e-09	5.936636926401201e-09
11.950224	34.50215440092712	1	1441.0	847.0	3.438035821781208e-08	7.049674186073857e-09	4.454904774951335e-09
12.050224	34.771869140625	0	1130.0	831.0	2.7666004936489525e-08	7.291246760196407e-09	7.3653817314790756e-09
12.150224	34.9572861328125	0	1266.0	986.0	1.4079493134686732e-09	8.191505461242477e-09	7.406618846975133e-09
12.250224	35.8649453125	0	1310.0	891.0	1.4079493134686732e-09	1.1468900063584253e-08	6.498151466829277e-09
12.350224	36.15866137791054	0	1181.0	999.0	2.3320187409689442e-09	9.352565635761812e-09	6.645728821900177e-09
12.450224	36.0104580078125	0	1508.0	1093.0	2.2577924743028277e-08	1.0254231939967607e-08	1.3332913528846246e-08
12.550224	34.70710893409654	0	1301.0	980.0	4.574817371288606e-09	1.0230634207203104e-08	6.656466223505103e-09
12.650224	34.526380859375	0	1377.0	764.0	1.0497661672892455e-09	5.069066255916077e-09	1.9564219905575385e-09
12.750224	36.0300556640625	1	1021.0	742.0	4.6172772296162315e-09	7.954318331126615e-09	2.0032554247334524e-09
12.850224	37.821198259433636	1	1236.0	985.0	6.310883515026205e-09	1.6126504354132127e-08	6.59822607004118e-09
12.950224	37.488033203125	0	1274.0	931.0	6.310883515026275e-09	1.3423854253229312e-08	1.794664191352574e-09
13.050224	39.51125390625	1	1411.0	1066.0	6.310883515026275e-09	1.5631611636496985e-08	7.119382299766997e-09
13.150224	39.8996259765625	0	1164.0	879.0	1.6032055844074286e-08	1.588699880106681e-08	6.526883519093751e-09
13.250224	41.24351447489689	5	1338.0	1002.0	1.734255034212921e-08	1.4460170259475714e-08	7.636505109461371e-09
13.350224	39.543736328125	7	1093.0	858.0	1.0503841559249966e-09	1.1710319732770869e-08	1.057372776629248e-08
13.450224	39.053619140625	6	994.0	574.0	1.0503841559249966e-09	3.997372211176631e-09	4.690368222387969e-09
13.550224	41.2935634765625	5	1377.0	1155.0	1.050384155925066e-09	7.690672797036752e-09	6.4989458751280034e-09
13.650224	40.19598306648406	4	922.0	707.0	1.0503841559249966e-09	3.709279665787407e-09	1.9283140885105465e-09
13.750224	43.36026728087798	1	953.0	720.0	1.0503841559249966e-09	7.99674540945483e-09	5.8282474644605345e-09
13.850224	44.62443359375	6	960.0	642.0	1.050384155925066e-09	8.773102866771743e-09	7.574012554684706e-09
13.950224	45.5734580078125	1	1402.0	956.0	4.286093626856002e-09	1.8936035982509147e-08	1.1889798219364006e-08
14.050224	41.03453105076162	0	934.0	845.0	6.892069425704778e-09	1.2367884396736195e-08	7.499250754681025e-09
14.150224	37.833748046875	0	647.0	483.0	6.892069425704778e-09	1.712624039215821e-09	1.183683024203186e-09
14.250224	41.03988101316921	1	916.0	762.0	6.754621268310057e-09	1.2898442681556349e-08	1.4527670368705837e-08
14.350224	45.27694337529056	4	935.0	668.0	6.153696299759162e-09	1.3530248057059824e-08	8.925275192089298e-09
14.450224	44.1683681640625	0	1173.0	892.0	7.451814363167858e-10	1.645331280760387e-08	2.0923823200238307e-08
14.550224	41.94993484246926	1	849.0	576.0	6.294484437330272e-10	1.340642392730712e-08	1.0977087457239854e-08
14.650224	34.9746083984375	7	766.0	485.0	6.294484437330272e-10	4.48796819064512e-09	2.513757184486182e-09
14.750224	35.3685205078125	0	858.0	693.0	6.294484437330966e-10	2.8510058090706893e-09	1.6843789187620527e-09
14.850224	40.8982099609375	1	1257.0	838.0	2.5947061668328206e-08	1.1332218908452623e-08	6.409233948152931e-09
14.950224	45.349541859828626	2	1339.0	959.0	6.293504143375233e-10	1.3620518922628223e-08	1.4142446555617249e-08
15.050224	43.279189453125	1	1405.0	1063.0	1.1161615623151573e-09	1.1014422160480625e-08	1.442015490308396e-08
15.150224	43.034060546875	1	1402.0	1040.0	2.3766762390457844e-08	1.0213513159943733e-08	8.700444703882704e-09
15.250224	39.6131171875	4	980.0	582.0	2.3251086339518003e-09	1.932944564274064e-09	1.2398806042690502e-09
15.350224	39.19311361860795	1	1005.0	530.0	6.293690780882071e-10	4.700074406928378e-09	2.4681520383683374e-09
15.450224	40.4007041015625	0	1098.0	667.0	1.5127800788184153e-08	5.202697895138053e-09	5.542216810158762e-09
15.550224	37.8245830078125	1	1002.0	644.0	1.144960477329801e-08	5.08213769375751e-09	3.4222282419445193e-09
15.650224	37.118677734375	0	1151.0	653.0	6.293588957329705e-10	6.915365327292422e-09	4.082761487806675e-09
15.750224	36.4923896484375	0	1167.0	690.0	2.5946403277669132e-08	6.8387393852351045e-09	6.131437198618056e-09
15.850224	36.14070092463191	0	1365.0	966.0	6.297122068761596e-10	1.2785072942560482e-08	6.2669571339420135e-09
15.950224	36.0725732421875	0	1134.0	812.0	6.297122068760902e-10	1.2450060964112192e-08	6.678616966920014e-09
16.050224	35.532689453125	2	1470.0	674.0	6.297122068761596e-10	6.49419943991772e-09	4.1596288601734866e-09
16.150224	36.9179609375	1	1349.0	698.0	6.297122068761596e-10	4.222700576480831e-09	2.9543383440908122e-09
16.250224	37.0651328125	0	1196.0	749.0	6.297122068760902e-10	5.7880201335865075e-09	3.9499963923649016e-09
16.350224	38.4283994140625	0	1269.0	844.0	6.297122068761596e-10	5.282804442303113e-09	5.54933938783364e-09
16.450224	42.46487950444334	3	1267.0	898.0	6.297122068760902e-10	1.848312541641764e-08	1.4005731721479092e-08
16.550224	42.56842861665618	1	1185.0	742.0	6.297122068761596e-10	1.4454240517064593e-08	4.6125439460688315e-09
16.650224	43.3237314811908	0	1335.0	801.0	6.297122068761596e-10	1.3141938805667358e-08	2.183568486059384e-09
16.750224	43.6555888671875	0	1060.0	686.0	6.297122068760902e-10	1.292811867940613e-08	4.081994549706286e-09
16.850224	43.36413427457257	1	1214.0	775.0	2.058348989105313e-09	2.1023589236682795e-08	8.948913735978004e-09
16.950224	47.381449861847265	3	1315.0	955.0	1.393049222949222e-08	2.555358212314507e-08	1.1362498363802487e-08
17.050224	47.181281560591664	1	1652.0	1071.0	1.1222112791830428e-08	1.4698342608824577e-08	9.098254183269455e-09
17.150224	44.56537908973774	1	1216.0	913.0	6.293457917075363e-10	1.1552755119899061e-08	1.0261819388186211e-08
17.250224	45.02183138452686	1	1110.0	799.0	6.272929636187697e-10	1.2381103502865365e-08	1.525241873395436e-08
17.350224	44.69867578125	1	1442.0	1147.0	6.215060816108786e-10	1.960284125715611e-08	1.1607742449364772e-08
17.450224	43.00544580710332	8	1112.0	777.0	3.226379936980134e-09	1.633766242299245e-08	7.2593831498259095e-09
17.550224	47.67114328233974	4	1517.0	978.0	2.3019669485437183e-08	1.2491296293089815e-08	8.606109015207169e-09
17.650224	45.915738766182486	0	1055.0	755.0	2.562239713835554e-08	8.36791424236677e-09	1.0467884984663168e-08
17.750224	44.522263671875	3	1022.0	702.0	6.215360580549834e-10	1.1699701645661031e-08	2.4687401228663806e-09
17.850224	45.91583787089646	5	1295.0	896.0	6.215360580549834e-10	1.6933712042148663e-08	9.516995510803484e-09
17.950224	45.35582170169454	0	1372.0	957.0	9.53228742607004e-10	1.658347262117277e-08	1.2079304252909512e-08
18.050224	43.602201171875	0	1419.0	1096.0	2.406269362073832e-09	1.3285567465992354e-08	5.050206836001298e-09
18.150224	44.6899442701528	1	1305.0	975.0	2.4062693620739708e-09	1.9372113974956974e-08	1.734662192385064e-08
18.250224	43.14812890625	1	1087.0	830.0	2.4062693620739708e-09	1.0801489500915918e-08	1.1184567569933467e-08
18.350224	44.493017039478154	4	1117.0	917.0	2.4062693620739708e-09	1.1303124538180053e-08	9.80816240713181e-09
18.450224	45.142017864982606	1	1031.0	727.0	2.7406939884868088e-08	2.163489890902731e-08	2.2890312688206572e-08
18.550224	41.542366021341465	1	1127.0	844.0	2.7404477988754726e-08	1.1070208824376926e-08	8.637982288566687e-09
18.650224	44.0000625	0	1162.0	709.0	2.40424820505708e-09	1.117638063285964e-08	1.2327733624218489e-08
18.750224	49.11002057731959	0	1537.0	1043.0	2.737131712116994e-08	1.3802702182293958e-08	1.531557805770578e-08
18.850224	39.2931875	0	781.0	547.0	2.086587915412219e-09	4.742107162361842e-09	2.346501698029246e-09
18.950224	36.371890625	0	651.0	368.0	2.086587915412358e-09	1.5115515511837652e-09	6.729667233293379e-10
19.050224	35.4905	1	621.0	405.0	2.086587915412358e-09	1.752158813055349e-09	3.6417311781361537e-10
19.150224	36.975203125	5	786.0	564.0	2.086587915412358e-09	6.912724291774086e-09	7.209535738718631e-09
19.250224	42.660546875	2	1028.0	747.0	2.7090637777600486e-08	1.0119902049356976e-08	7.038262911478049e-09
19.350224	39.5789140625	0	933.0	580.0	2.087647239057966e-09	6.246224430651315e-09	5.3203747049911095e-09
19.450224	40.4148046875	2	978.0	600.0	2.087647239057966e-09	8.731409024677895e-09	7.635238095347468e-09
19.550224	39.19715377565982	3	1073.0	794.0	2.087647239057966e-09	1.1840460795667362e-08	6.048471694849178e-09
19.650224	39.994675500307885	0	978.0	702.0	2.087647239057966e-09	9.419223917124798e-09	4.339764962533465e-09
19.750224	37.58059929977984	0	894.0	575.0	2.0876472390581048e-09	7.263119431046017e-09	4.430510340091009e-09
19.850224	38.804656727178426	1	878.0	574.0	2.087647239057966e-09	9.315990830357779e-09	5.45778351930648e-09
19.950224	39.13809375	0	1013.0	736.0	2.7092713822603893e-08	1.753295333442956e-08	9.149107651064137e-09
20.050224	39.296217546503435	1	990.0	620.0	1.0690726642338944e-08	1.67701894949121e-08	1.3134420214282738e-08
20.150224	39.410015625	0	810.0	504.0	1.8493652696692648e-08	2.175679945426223e-08	7.468223605003599e-09
20.250224	40.4443671875	0	847.0	484.0	2.9273547307079318e-09	1.727851921540541e-08	9.158606868143182e-09
20.350224	39.91919283545449	0	750.0	408.0	1.3417050480601379e-08	1.5575969963942393e-08	6.04007693974895e-09
20.450224	43.92847498902225	0	1228.0	726.0	1.3417050480601379e-08	2.5144209821989505e-08	3.883292097317803e-09
20.550224	41.5913010940534	0	1183.0	670.0	8.486516057452514e-09	1.3960444026816232e-08	3.919696766265801e-09
20.650224	39.81353110576923	3	1196.0	717.0	3.677338446251843e-09	1.1976146882479166e-08	4.570289533643857e-09
20.750224	38.8444296875	1	1063.0	603.0	3.6773384462517046e-09	1.1747435997915833e-08	5.475569878884978e-09
20.850224	38.4541640625	3	1229.0	807.0	3.677338446251843e-09	1.5534603170150594e-08	2.7624624683089682e-09
20.950224	37.9260078125	2	1231.0	648.0	3.6773384462517046e-09	6.685936449259688e-09	1.948137124520022e-09
21.050224	40.40369464463221	4	1010.0	602.0	3.6773384462517046e-09	4.89145743096997e-09	7.235308192987677e-10
21.150224	37.32624222848361	12	978.0	553.0	3.677338446251843e-09	6.645835508671816e-09	8.947599345834889e-10
21.250224	41.011619778375255	2	1107.0	532.0	3.6773384462517046e-09	9.434255269923364e-09	4.643895533983089e-09
21.350224	41.14919921875	0	1379.0	859.0	3.6773384462517046e-09	1.5543607409727046e-08	8.980827516011647e-09
21.450224	38.963928381648934	0	1372.0	779.0	3.677338446251843e-09	8.90595798614835e-09	3.4934352801632705e-09
21.550224	37.917435546875	1	1240.0	593.0	3.6773384462517046e-09	1.011729430594882e-08	3.102563049535434e-09
21.650224	37.6759609375	0	1458.0	844.0	3.677338446251843e-09	5.3637659652422395e-09	3.980846832858931e-09
21.750224	37.36000390625	0	1252.0	697.0	3.6773384462517046e-09	9.546138157451867e-09	6.084544487691968e-09
21.850224	37.75735546875	0	1288.0	734.0	2.827674228979421e-08	1.250829894072214e-08	6.5684048882469485e-09
21.950224	35.1920546875	0	1129.0	846.0	2.0854776798359677e-09	1.085601704690603e-08	3.514383830970358e-09
22.050224	37.034767578125	0	1166.0	707.0	2.11860060391425e-08	1.5084409956487576e-08	4.144459510816989e-09
22.150224	37.17529296875	0	1197.0	638.0	8.119999792306487e-09	9.269134064521788e-09	4.898051943464654e-09
22.250224	36.082896484375	0	1354.0	861.0	1.173771700841611e-08	7.681766539845425e-09	3.5774530332779997e-09
22.350224	37.139572265625	0	1272.0	613.0	1.45314988308827e-08	1.493813940860067e-08	4.191967120173168e-09
22.450224	39.1706484375	3	1364.0	708.0	1.6901149158623646e-08	1.3415959744468576e-08	5.124187588453621e-09
22.550224	39.6470859375	0	1093.0	627.0	3.550984716936045e-08	9.282598413036524e-09	6.645288089625612e-09
22.650224	38.91853040444831	0	1195.0	905.0	2.9455991163375437e-09	1.696533663479022e-08	1.399204937720777e-08
22.750224	41.6988515625	0	1454.0	939.0	2.5089905697120855e-08	1.4273485453508427e-08	1.2720339303593787e-08
22.850224	41.47909294429725	0	1361.0	866.0	2.1565925526449147e-08	1.6173254840548546e-08	1.0285757240649785e-08
22.950224	38.49848628117162	0	1467.0	948.0	6.416522127284385e-09	1.101244179118499e-08	6.13026809425321e-09
23.050224	37.465517578125	1	1137.0	707.0	1.396658772981757e-09	6.163687565363673e-09	4.4777946039803455e-09
23.150224	37.599998046875	0	1207.0	742.0	1.3966587729816181e-09	8.924505719508092e-09	7.838132661601715e-09
23.250224	39.24796426405536	0	1542.0	1082.0	1.3966587729816181e-09	1.3063900718544298e-08	7.1267800666593994e-09
23.350224	40.537912109375	0	1420.0	1031.0	1.3966587729816181e-09	1.0830290781406459e-08	6.2774915512295304e-09
23.450224	43.24053125	0	1471.0	1016.0	2.6399470314285856e-08	2.018291864834293e-08	5.743555638880182e-09
23.550224	44.83087598133553	2	1580.0	1116.0	5.572510889716442e-09	2.0228547063982083e-08	1.6773345320101885e-08
23.650224	43.72330904814271	0	1251.0	985.0	2.2221725196578808e-08	1.3704437310598505e-08	1.1841398101195833e-08
23.750224	45.65250949352395	0	1236.0	849.0	1.396465379825268e-09	1.7704261395331265e-08	1.0932515920231422e-08
23.850224	47.22226676093871	1	1087.0	749.0	1.396465379825268e-09	1.5851345725356735e-08	1.1758813922103928e-08
23.950224	41.444044921875	9	776.0	464.0	1.3964653798251292e-09	4.796050085598136e-09	3.0931767331746075e-09
24.050224	44.7307341800068	4	1225.0	1083.0	2.7375262168941038e-09	8.168934361344749e-09	3.3642748322423864e-09
24.150224	42.33015625	0	1613.0	1487.0	4.45873751708209e-09	8.398056436354773e-09	7.418075342182639e-09
24.250224	39.01527643206256	1	1348.0	967.0	4.45873751708209e-09	6.90631581224066e-09	3.0786405314608966e-09
24.350224	39.4364375	4	959.0	798.0	4.45873751708209e-09	7.601440901629507e-09	5.265931826148318e-09
24.450224	39.94613075267221	6	1028.0	722.0	4.45873751708209e-09	9.175807069904673e-09	1.9457990854618302e-09
24.550224	46.932338545891476	0	1601.0	1112.0	4.458737517081951e-09	1.0593540220813214e-08	3.270814469061023e-09
24.650224	47.223625	2	1998.0	1609.0	2.9282411384541906e-08	1.5742223712433557e-08	8.714345789978817e-09
24.750224	47.44017774682307	5	1851.0	1530.0	6.718601911177291e-09	1.614982809701959e-08	1.3775227921778154e-08
24.850224	45.10048001456434	1	1512.0	1355.0	6.7186019111770135e-09	9.635959405704942e-09	1.239102843784451e-08
24.950224	46.76885399566036	8	1358.0	977.0	6.718601911177291e-09	1.6623741463258625e-08	1.4503589213180346e-08
25.050224	37.6719609375	3	934.0	704.0	4.518601927786248e-09	7.844652099786298e-09	3.677476880721842e-09
25.150224	39.4170703125	1	1520.0	1269.0	3.9828959953486236e-09	1.669088948350439e-08	8.698152196304488e-09
25.250224	36.43250390625	2	1111.0	997.0	3.982895995348346e-09	7.598123834239579e-09	6.082084627123396e-09
25.350224	38.15725390625	1	1090.0	923.0	3.9828959953486236e-09	8.79117029647103e-09	6.5965829517808385e-09
25.450224	37.425568359375	0	1123.0	849.0	3.9828959953486236e-09	5.636388193175079e-09	6.31150569487593e-09
25.550224	38.12374642023107	3	1080.0	791.0	1.2938035317751894e-08	1.0544606008148495e-08	6.61973843941649e-09
25.650224	37.86468510473481	3	1397.0	1112.0	1.0725397193829811e-08	2.0762983992071438e-08	2.282814771007585e-08
25.750224	40.31802710254138	2	1428.0	1125.0	8.010151587348746e-09	3.7292959171819904e-08	3.017723905200248e-08
25.850224	38.794671875	6	1230.0	892.0	2.8891568956598832e-09	1.758497969022388e-08	8.62314044823953e-09
25.950224	37.13853125	4	821.0	579.0	2.8891568956598832e-09	1.4451499505761523e-08	5.3960417271251e-09
26.050224	37.525109375	1	1312.0	1130.0	2.8891568956598832e-09	2.414427926413776e-08	6.277926516764232e-09
26.150224	37.20325710227272	1	1310.0	989.0	2.2461852555351324e-08	2.1306524905395364e-08	8.020884957726238e-09
26.250224	37.257265625	3	1164.0	1077.0	3.375747186068395e-08	1.3734562395120165e-08	8.938887385839256e-09
26.350224	35.972931134259255	1	1038.0	898.0	8.730234829470162e-09	4.6321606916255305e-09	3.8520724966828456e-09
26.450224	37.0071875	2	1058.0	681.0	1.1017028991807676e-08	1.2013067417873947e-08	3.601470084048375e-09
26.550224	37.517234375	0	1227.0	920.0	1.1156155544833901e-08	1.162134904071882e-08	4.20121391696393e-09
26.650224	36.569734375	0	1025.0	784.0	1.0847429985961776e-08	1.618831004410376e-08	7.189529913951553e-09
26.750224	37.834578125	0	1150.0	874.0	1.0716206335205925e-08	1.0565621232970779e-08	4.051339555222744e-09
26.850224	39.055328125	9	935.0	801.0	2.1435308041834744e-08	2.4758018246229806e-08	1.3919027771941705e-08
26.950224	40.501609375	3	1097.0	818.0	3.551874716386877e-08	1.975193558509669e-08	1.702767669675087e-08
27.050224	41.48130092133609	3	1545.0	1315.0	1.8886065952670726e-08	2.7999090528199046e-08	2.4316147170005688e-08
27.150224	38.3705625	1	934.0	755.0	7.108699838182797e-09	1.0107059024170307e-08	1.0940110665715875e-08
