replicate,species,window_bp,metric,value
17,wolf,200000,log_pearson,0.43983998287737025
17,wolf,200000,spearman,0.4028199864816871
17,dog,200000,pearson,0.6180073879602189
17,dog,200000,log_pearson,0.37192830740259303
17,dog,200000,spearman,0.3246151025348956
17,wolf,500000,pearson,0.7590931261689794
17,wolf,500000,log_pearson,0.4831719595067437
17,wolf,500000,spearman,0.4606444823335885
17,dog,500000,pearson,0.7413617516213021
17,dog,500000,log_pearson,0.3988061370008913
17,dog,500000,spearman,0.33679501583249655
17,wolf,1000000,pearson,0.8578946372015004
17,wolf,1000000,log_pearson,0.5206196555284962
17,wolf,1000000,spearman,0.5537968789521651
17,dog,1000000,pearson,0.8216414124546639
17,dog,1000000,log_pearson,0.4016846142748301
17,dog,1000000,spearman,0.40466808124753306
18,wolf,100000,pearson,0.5728522575542244
18,wolf,100000,log_pearson,0.3880408845895488
18,wolf,100000,spearman,0.3417761145891633
18,dog,100000,pearson,0.5492265703325105
18,dog,100000,log_pearson,0.3227971943185567
18,dog,100000,spearman,0.2517849474822755
18,wolf,200000,pearson,0.6552824161554753
18,wolf,200000,log_pearson,0.4415133813144314
18,wolf,200000,spearman,0.4076990050266488
18,dog,200000,pearson,0.6165976838961982
18,dog,200000,log_pearson,0.3485790470301318
18,dog,200000,spearman,0.2918269943211166
18,wolf,500000,pearson,0.7605772647819227
18,wolf,500000,log_pearson,0.48658649074189264
18,wolf,500000,spearman,0.47041414589543473
18,dog,500000,pearson,0.73910520668009
18,dog,500000,log_pearson,0.38651110414117024
18,dog,500000,spearman,0.32043549941057214
18,wolf,1000000,pearson,0.8584861511073234
18,wolf,1000000,log_pearson,0.5262115053105157
18,wolf,1000000,spearman,0.5606846908851362
18,dog,1000000,pearson,0.8206749042266572
18,dog,1000000,log_pearson,0.39456517852647927
18,dog,1000000,spearman,0.3959323197715699
19,wolf,100000,pearson,0.5777217224016075
19,wolf,100000,log_pearson,0.38905532302972406
19,wolf,100000,spearman,0.3386264721730941
19,dog,100000,pearson,0.5303777511225164
19,dog,100000,log_pearson,0.33886547370301556
19,dog,100000,spearman,0.27692468638453627
19,wolf,200000,pearson,0.6544092442005265
19,wolf,200000,log_pearson,0.4402569380124443
19,wolf,200000,spearman,0.4054875239478889
19,dog,200000,pearson,0.6001287949318451
19,dog,200000,log_pearson,0.3666932881700199
19,dog,200000,spearman,0.3226528702167476
19,wolf,500000,pearson,0.7622941795611076
19,wolf,500000,log_pearson,0.4897247308183915
19,wolf,500000,spearman,0.46727793740347046
19,dog,500000,pearson,0.7305868624720216
19,dog,500000,log_pearson,0.40508969306325404
19,dog,500000,spearman,0.3446814408553763
19,wolf,1000000,pearson,0.8605141683855007
19,wolf,1000000,log_pearson,0.534114172577274
19,wolf,1000000,spearman,0.5652863043716385
19,dog,1000000,pearson,0.8154949961650391
19,dog,1000000,log_pearson,0.40402844563766327
19,dog,1000000,spearman,0.4115485890321128
